file_name,label
Experiment_2024-09-17_15-46-16_395_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_12-18-47_354_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_12-04-17_609_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-18-42_434_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-29-43_755_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-24-55_416_palm_release.hdf5,palm_release
Experiment_2024-09-17_12-16-30_016_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-23-28_008_palm_release.hdf5,palm_release
Experiment_2024-09-17_16-58-18_238_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-49-12_088_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-58-59_413_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_17-29-07_912_palm_release.hdf5,palm_release
Experiment_2024-09-17_12-11-03_156_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-43-11_277_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_17-03-03_837_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-44-13_114_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-59-32_691_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-07-36_540_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-07-24_910_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-48-37_702_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-57-41_662_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-15-52_764_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-55-23_386_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_17-29-16_271_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-01-54_955_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-37-11_561_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-29-21_755_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-52-51_576_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-59-27_961_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-42-59_774_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_12-03-41_089_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-36-54_967_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-20-38_532_palm_release.hdf5,palm_release
Experiment_2024-09-17_12-16-36_687_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_12-06-46_384_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-35-19_018_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-51-38_714_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-41-48_971_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-34-38_911_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-04-02_540_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_12-03-23_909_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-24-57_478_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-59-52_593_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_17-24-53_412_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-24-01_116_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-46-14_171_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_12-06-12_243_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-48-21_678_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-57-27_946_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_17-02-41_772_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-37-09_243_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-20-32_751_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-03-21_363_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-55-45_641_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-16-27_843_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-44-33_294_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_17-26-26_861_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-43-56_080_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_16-56-34_903_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_12-11-12_382_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-22-22_734_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-22-48_907_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-03-08_421_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-35-09_388_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-26-28_871_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-52-42_165_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-03-14_820_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-03-43_314_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_16-58-11_272_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_16-00-30_161_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-43-01_993_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_17-26-31_010_palm_release.hdf5,palm_release
Experiment_2024-09-17_12-18-24_712_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-59-13_254_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_16-56-41_501_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-57-30_363_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-34-12_376_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_12-18-17_813_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-34-57_398_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-58-52_780_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_17-29-25_832_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-56-06_892_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-18-12_912_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-53-15_984_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_17-02-12_792_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_12-18-44_843_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_16-56-39_200_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-24-11_321_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-24-36_072_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-47-45_471_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_12-11-19_934_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-02-10_508_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-21-18_720_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-55-36_513_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-58-13_296_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_16-56-53_836_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-53-25_273_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-06-21_848_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-02-48_535_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-41-53_140_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-42-32_332_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_12-13-51_087_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-46-50_196_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_17-03-44_584_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_12-19-09_924_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-29-50_044_palm_release.hdf5,palm_release
Experiment_2024-09-17_12-02-58_949_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-23-21_710_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-24-27_740_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-04-12_016_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-20-54_862_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-24-40_295_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-29-32_164_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-47-35_833_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-43-18_172_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-58-29_739_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-55-25_384_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_17-06-08_218_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-02-57_321_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-48-04_388_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_17-23-57_121_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-48-55_298_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_17-22-17_178_palm_release.hdf5,palm_release
Experiment_2024-09-17_12-13-48_665_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-18-22_346_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-46-43_438_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_12-11-51_877_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-41-57_284_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_16-57-14_865_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_12-11-49_637_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-07-54_932_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-57-54_889_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-08-35_809_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-25-30_408_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-05-42_123_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-37-01_953_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_12-19-04_930_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_12-14-13_228_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-24-13_421_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-42-57_684_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_12-16-34_446_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-46-25_789_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-52-35_240_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_17-06-02_514_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-03-16_589_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-24-17_397_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-58-34_507_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-19-19_443_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-04-30_752_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_12-07-52_710_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-10-47_653_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-25-39_389_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-56-09_176_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-06-36_676_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-48-34_982_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_12-06-29_647_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-26-33_319_palm_release.hdf5,palm_release
Experiment_2024-09-17_16-57-50_467_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-23-59_158_palm_release.hdf5,palm_release
Experiment_2024-09-17_12-16-03_938_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-36-04_171_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-59-08_557_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-04-01_825_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-37-06_902_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_12-06-04_323_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-42-11_920_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-44-28_852_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-59-50_276_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_16-00-01_791_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-58-43_871_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_17-05-02_055_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-42-04_077_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-55-41_075_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_16-56-18_777_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-02-28_936_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_12-03-45_320_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-48-27_616_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_17-21-13_057_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-41-31_534_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-58-47_654_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-13-57_814_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-02-22_021_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_12-08-22_010_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-21-31_481_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-53-20_402_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-07-41_077_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-07-20_468_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-34-50_137_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_12-17-10_454_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-23-17_553_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-52-12_317_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-46-45_704_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_12-04-13_071_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-14-08_810_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-25-55_737_palm_release.hdf5,palm_release
Experiment_2024-09-17_12-11-42_567_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-44-02_408_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-46-58_899_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_12-11-09_953_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-25-43_936_palm_release.hdf5,palm_release
Experiment_2024-09-17_12-18-19_984_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_12-06-53_326_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_16-56-21_007_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-01-39_591_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_12-17-53_011_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-49-00_111_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_12-06-34_239_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-19-12_373_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-42-55_599_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_16-00-25_261_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_17-05-32_152_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-02-01_467_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_12-06-43_858_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-07-43_341_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-45-54_801_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-55-32_000_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-36-06_488_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-03-58_113_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-49-06_192_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-51-54_720_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_17-20-40_388_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-59-54_921_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-42-13_883_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_17-30-12_502_palm_release.hdf5,palm_release
Experiment_2024-09-17_12-17-55_355_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-58-15_523_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-04-35_573_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-51-50_238_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-44-24_404_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-49-16_954_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_12-19-14_641_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-51-47_956_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-11-22_025_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-35-39_547_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-41-37_960_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_17-21-02_638_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-03-06_133_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-47-55_041_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_17-05-49_079_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-59-39_765_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-35-35_213_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-52-01_189_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_17-29-05_760_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-22-18_950_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-43-24_446_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_12-08-38_377_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-55-05_132_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-43-54_093_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-35-04_563_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_16-56-36_917_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-37-20_906_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-59-35_156_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-51-29_812_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-51-56_856_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-03-49_835_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-07-15_239_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-22-40_969_palm_release.hdf5,palm_release
Experiment_2024-09-17_12-17-36_140_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_15-48-11_887_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_16-56-43_747_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_15-48-06_950_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_16-56-55_759_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-20-46_096_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-20-44_106_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-53-29_947_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-42-17_893_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_12-14-04_261_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-08-31_193_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-08-19_672_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-44-10_932_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-52-30_812_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-55-59_939_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-03-21_585_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-21-10_731_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-01-37_654_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_12-06-09_633_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_16-57-24_110_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_12-18-15_373_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-02-46_188_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_12-19-26_625_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-05-27_256_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_12-08-28_783_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-59-57_185_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_16-56-49_777_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-24-07_102_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-43-58_317_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_12-03-34_648_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-04-03_852_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_15-37-16_310_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-05-07_235_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_17-25-58_007_palm_release.hdf5,palm_release
Experiment_2024-09-17_12-07-57_166_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-22-38_839_palm_release.hdf5,palm_release
Experiment_2024-09-17_15-47-52_689_swipe_up.hdf5,swipe_up
Experiment_2024-09-17_15-35-26_232_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-25-28_134_palm_release.hdf5,palm_release
Experiment_2024-09-17_16-00-08_743_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_15-57-37_079_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-07-34_094_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-13-43_978_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_17-03-14_234_palm_grab.hdf5,palm_grab
Experiment_2024-09-17_12-06-39_213_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_12-11-16_757_swipe_left.hdf5,swipe_left
Experiment_2024-09-17_16-00-18_049_swipe_down.hdf5,swipe_down
Experiment_2024-09-17_12-16-23_218_swipe_right.hdf5,swipe_right
Experiment_2024-09-17_17-21-39_836_palm_release.hdf5,palm_release
Experiment_2024-09-17_17-01-42_550_palm_grab.hdf5,palm_grab
